Age,,Primary streaming service,Hours per day,While working,Fav genre,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,,
19,Young Adult,Spotify,5,Yes,Classical,Yes,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,5,3,2,0,Improve,,
19,Young Adult,YouTube Music,6,Yes,EDM,Yes,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,5,3,2,0,No effect,,
19,Young Adult,Spotify,1,No,Rock,Yes,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,5,3,2,0,Worsen,,
19,Young Adult,Spotify,6,Yes,Pop,Yes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,5,3,2,0,Improve,,
19,Young Adult,Spotify,4,No,Classical,Yes,Very frequently,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,5,3,2,0,Worsen,,
19,Young Adult,Apple Music,2,No,EDM,Yes,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,5,3,2,0,Improve,,
19,Young Adult,Spotify,2,No,Metal,Yes,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,5,3,2,0,No effect,,
19,Young Adult,Spotify,2,Yes,EDM,No,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,5,3,2,0,No effect,,
19,Young Adult,Spotify,4,Yes,Lofi,No,Rarely,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,5,3,2,1,Improve,,
19,Young Adult,Spotify,2,Yes,EDM,Yes,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,5,3,2,1,Improve,,
19,Young Adult,Other streaming service,6,Yes,Rap,Yes,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,5,3,2,1,Improve,,
19,Young Adult,Spotify,3,Yes,Hip hop,Yes,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,5,3,2,1,Improve,,
19,Young Adult,I do not use a streaming service.,5,Yes,Rock,Yes,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,5,3,2,1,Improve,,
19,Young Adult,I do not use a streaming service.,0.5,Yes,Video game music,Yes,Rarely,Sometimes,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,5,3,2,1,Improve,,
19,Young Adult,YouTube Music,1,Yes,Video game music,Yes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Very frequently,5,3,2,1,No effect,,
19,Young Adult,Spotify,10,Yes,Metal,Yes,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,5,3,2,1,No effect,,
19,Young Adult,Spotify,2,Yes,Pop,Yes,Rarely,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,5,3,2,1,No effect,,
19,Young Adult,Apple Music,0.5,No,Classical,No,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,5,3,2,1,No effect,,
19,Young Adult,YouTube Music,1,No,Rock,Yes,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,5,3,2,1,Improve,,
19,Young Adult,I do not use a streaming service.,2,Yes,Metal,Yes,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,5,3,2,1,Improve,,
19,Young Adult,Spotify,3,Yes,Country,No,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,5,3,2,1,Improve,,
19,Young Adult,Spotify,3,No,Country,Yes,Rarely,Very frequently,Rarely,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,5,3,2,1,Improve,,
19,Young Adult,Spotify,2,Yes,Country,No,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Never,5,3,2,1,No effect,,
19,Young Adult,I do not use a streaming service.,1,No,Pop,Yes,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,5,3,2,1,No effect,,
19,Young Adult,Spotify,8,Yes,Classical,Yes,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,5,3,2,1,Improve,,
19,Young Adult,Spotify,1,Yes,Pop,Yes,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,5,3,2,1,Improve,,
19,Young Adult,YouTube Music,1,No,Folk,Yes,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,5,3,2,1,Improve,,
19,Young Adult,YouTube Music,1,No,Pop,No,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Very frequently,Never,Never,Sometimes,Never,5,3,2,1,Improve,,
19,Young Adult,Spotify,5,Yes,Rock,No,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,5,3,2,1,Improve,,
19,Young Adult,Other streaming service,5,Yes,EDM,Yes,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,5,3,2,1,Improve,,
19,Young Adult,Spotify,4,Yes,Metal,Yes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,5,3,2,1,Improve,,
19,Young Adult,I do not use a streaming service.,8,Yes,Video game music,No,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Very frequently,5,3,2,1,Improve,,
19,Young Adult,Other streaming service,0.7,No,Rock,No,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,5,3,2,1,Improve,,
19,Young Adult,Spotify,3,No,Video game music,No,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Never,Very frequently,Very frequently,5,3,2,1,No effect,,
19,Young Adult,Spotify,7,Yes,Hip hop,Yes,Never,Never,Rarely,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,5,3,2,1,Improve,,
19,Young Adult,I do not use a streaming service.,1.5,No,Video game music,Yes,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,5,3,2,1,Worsen,,
19,Young Adult,Spotify,4,Yes,Video game music,Yes,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Very frequently,5,3,2,1,Improve,,
19,Young Adult,Spotify,4,Yes,Metal,Yes,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,5,4,2,1,Improve,,
19,Young Adult,Other streaming service,10,Yes,Video game music,No,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,Very frequently,5,4,2,1,Improve,,
19,Young Adult,Spotify,2,Yes,Rock,No,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,5,4,2,1,No effect,,
19,Young Adult,Apple Music,2,Yes,Rock,No,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,5,4,2,1,No effect,,
19,Young Adult,Spotify,6,Yes,Jazz,Yes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,5,4,2,1,Improve,,
19,Young Adult,Spotify,0.5,Yes,Rock,Yes,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,5,4,2,1,Improve,,
19,Young Adult,Spotify,2,Yes,Pop,Yes,Sometimes,Rarely,Very frequently,Never,Never,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,5,4,2,1,Improve,,
19,Young Adult,Spotify,5,Yes,Rock,Yes,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,5,4,2,1,Improve,,
19,Young Adult,Apple Music,3,Yes,Pop,No,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,5,4,2,1,Improve,,
19,Young Adult,Other streaming service,4.5,Yes,Rock,Yes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,5,4,2,1,No effect,,
19,Young Adult,Other streaming service,3,Yes,Rock,Yes,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,5,4,2,1,Improve,,
19,Young Adult,Spotify,20,Yes,Rock,Yes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,5,4,2,1,No effect,,
19,Young Adult,Spotify,1,No,Pop,No,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,5,4,2,1,No effect,,
19,Young Adult,Spotify,2.5,No,Metal,No,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,6,4,2,1,Improve,,
19,Young Adult,Spotify,1,No,Rock,Yes,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,6,4,2,1,Improve,,
19,Young Adult,Spotify,2,No,Jazz,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,6,4,2,1,No effect,,
19,Young Adult,I do not use a streaming service.,5,Yes,Metal,No,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Never,6,4,2,1,Improve,,
19,Young Adult,Apple Music,3,Yes,Metal,No,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,6,4,2,1,Improve,,
19,Young Adult,Spotify,3,Yes,Rock,No,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,6,4,2,1,Improve,,
19,Young Adult,Spotify,0.5,No,Rock,Yes,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,6,4,2,1,Improve,,
19,Young Adult,Apple Music,8,Yes,Country,No,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Never,6,4,2,1,No effect,,
20,Young Adult,Spotify,2,Yes,Metal,Yes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Sometimes,Sometimes,Sometimes,6,4,2,1,Improve,,
20,Young Adult,Spotify,3,Yes,Rock,Yes,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Never,6,4,2,1,Improve,,
20,Young Adult,Spotify,3,Yes,Hip hop,Yes,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,6,4,2,1,Improve,,
20,Young Adult,Apple Music,5,Yes,Metal,Yes,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,6,4,2,1,Improve,,
20,Young Adult,Apple Music,1.5,Yes,Rock,Yes,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,6,4,2,1,Improve,,
20,Young Adult,I do not use a streaming service.,1,Yes,Pop,No,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,6,4,2,1,No effect,,
20,Young Adult,Spotify,2,Yes,Pop,No,Sometimes,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,6,4,2,1,Improve,,
20,Young Adult,Spotify,1,Yes,Pop,No,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Rarely,6,4,2,1,Improve,,
20,Young Adult,Spotify,4,Yes,Pop,Yes,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,6,4,2,1,No effect,,
20,Young Adult,Spotify,1,Yes,EDM,Yes,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,6,4,2,1,Improve,,
20,Young Adult,Spotify,2,Yes,Folk,No,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,6,4,2,1,No effect,,
20,Young Adult,Spotify,2,Yes,EDM,Yes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,6,4,2,1,Improve,,
20,Young Adult,Spotify,2,No,Rock,No,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,6,4,2,1,Improve,,
20,Young Adult,I do not use a streaming service.,1,No,Rock,No,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Never,6,4,2,1,No effect,,
20,Young Adult,YouTube Music,6,Yes,Country,No,Never,Very frequently,Never,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,6,4,2,1,Improve,,
20,Young Adult,Spotify,2,Yes,Rock,Yes,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,6,4,2,1,Improve,,
20,Young Adult,Spotify,4,Yes,Rock,No,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,6,4,2,1,Improve,,
20,Young Adult,Spotify,1.5,Yes,Rock,Yes,Very frequently,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,6,4,2,1,No effect,,
20,Young Adult,Spotify,3,Yes,Metal,No,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,6,4,2,1,Improve,,
20,Young Adult,Spotify,4,Yes,Rock,No,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,6,4,3,1,Improve,,
20,Young Adult,Spotify,10,Yes,Rap,No,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,6,4,3,1,Improve,,
20,Young Adult,Spotify,3,Yes,Rock,Yes,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Rarely,Never,Very frequently,Never,6,4,3,1,No effect,,
20,Young Adult,Apple Music,3,No,Rock,No,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,6,4,3,1,Improve,,
20,Young Adult,Spotify,3,Yes,Pop,Yes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,6,4,3,1,Improve,,
20,Young Adult,YouTube Music,2,Yes,Pop,No,Rarely,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,6,4,3,1,Improve,,
20,Young Adult,Spotify,2,Yes,Pop,No,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Rarely,Never,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,6,4,3,1,Improve,,
20,Young Adult,Apple Music,3,Yes,Pop,Yes,Sometimes,Rarely,Never,Never,Never,Very frequently,Sometimes,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Rarely,6,4,3,1,No effect,,
20,Young Adult,Spotify,2,No,Pop,No,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,6,4,3,1,No effect,,
20,Young Adult,Spotify,5,Yes,Video game music,No,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,6,4,3,1,No effect,,
20,Young Adult,Spotify,6,Yes,Rock,No,Rarely,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,6,4,3,1,Improve,,
20,Young Adult,Spotify,3,Yes,EDM,No,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,6,4,3,1,Improve,,
20,Young Adult,Spotify,5,Yes,Lofi,Yes,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,6,4,3,1,Improve,,
20,Young Adult,Spotify,5,Yes,Country,Yes,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,6,4,3,1,Improve,,
20,Young Adult,Spotify,6,Yes,Rock,No,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Rarely,6,4,3,1,Improve,,
20,Young Adult,Spotify,6,Yes,Rock,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,6,4,3,1,No effect,,
20,Young Adult,Spotify,3,Yes,Country,No,Never,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Never,6,4,3,1,Improve,,
20,Young Adult,Spotify,10,Yes,Rock,Yes,Rarely,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,6,4,3,1,No effect,,
20,Young Adult,Spotify,2,Yes,Video game music,Yes,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,6,5,3,1,Worsen,,
20,Young Adult,YouTube Music,2,Yes,EDM,Yes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Very frequently,6,5,3,1,,,
20,Young Adult,Spotify,3,No,Folk,No,Sometimes,Sometimes,Never,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,6,5,3,1,No effect,,
21,Young Adult,Spotify,1.5,No,Hip hop,No,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,6,5,3,1,Improve,,
21,Young Adult,I do not use a streaming service.,10,Yes,Pop,No,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,6,5,3,1,Improve,,
21,Young Adult,I do not use a streaming service.,2,Yes,Video game music,Yes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,6,5,3,1,Improve,,
21,Young Adult,Spotify,3,Yes,Rock,Yes,Rarely,Rarely,Never,Very frequently,Never,Sometimes,Sometimes,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,Never,6,5,3,1,Improve,,
21,Young Adult,Spotify,2.5,Yes,Folk,No,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,6,5,3,1,Improve,,
21,Young Adult,Spotify,3,Yes,K pop,Yes,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Very frequently,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,6,5,3,2,Improve,,
21,Young Adult,YouTube Music,0.5,Yes,Rock,No,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,6,5,3,2,Improve,,
21,Young Adult,Spotify,16,Yes,Jazz,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,6,5,3,2,Improve,,
21,Young Adult,YouTube Music,6,Yes,Classical,Yes,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,6,5,3,2,Improve,,
21,Young Adult,Spotify,3,Yes,EDM,Yes,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,6,5,3,2,Improve,,
21,Young Adult,YouTube Music,0.5,No,Rock,No,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,6,5,3,2,No effect,,
21,Young Adult,Spotify,5,Yes,K pop,Yes,Rarely,Sometimes,Sometimes,Never,Never,Rarely,Rarely,Very frequently,Rarely,Never,Never,Very frequently,Very frequently,Rarely,Rarely,Rarely,6,5,3,2,Improve,,
21,Young Adult,YouTube Music,2,No,Rap,Yes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,6,5,3,2,No effect,,
21,Young Adult,Spotify,2,Yes,Pop,Yes,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,6,5,3,2,Improve,,
21,Young Adult,Spotify,2,Yes,Lofi,Yes,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,6,5,3,2,Improve,,
21,Young Adult,Other streaming service,1.5,Yes,Video game music,Yes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,6,5,3,2,Improve,,
21,Young Adult,Spotify,1,Yes,Jazz,No,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,6,5,3,2,Improve,,
21,Young Adult,Spotify,10,Yes,EDM,Yes,Rarely,Rarely,Very frequently,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6,5,3,2,Improve,,
21,Young Adult,YouTube Music,2,Yes,Metal,Yes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,6,5,3,2,Improve,,
21,Young Adult,Spotify,15,Yes,EDM,No,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,6,5,3,2,Improve,,
21,Young Adult,I do not use a streaming service.,0.5,No,Metal,Yes,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,6,5,3,2,Improve,,
